"","...1","gameId","playId","nflId","time","relative_location","relative_location_list","stunt","all_front","all_back"
"4472",705768,"2021102403","2429",37308,2021-10-24 18:50:08,5,"[5.0, 3.0, 4.0, 2.0, 1.0]",1,"1","2"
"4473",706135,"2021102403","2650",43301,2021-10-24 19:03:18,2,"[2.0, 5.0, 4.0, 3.0, 1.0]",1,"2","3"
"4474",706155,"2021102403","2650",43301,2021-10-24 19:03:18,2,"[2.0, 5.0, 3.0, 4.0, 1.0]",1,"3","4"
"4475",706426,"2021102403","2786",43301,2021-10-24 19:07:34,2,"[2.0, 1.0, 4.0, 3.0, 5.0]",1,"3","4"
"4476",706481,"2021102403","2786",43301,2021-10-24 19:07:35,1,"[1.0, 2.0, 4.0, 3.0, 5.0]",1,"2","1"
"4477",707324,"2021102403","3125",37308,2021-10-24 19:25:59,4,"[4.0, 1.0, 2.0, 3.0]",1,"4","3"
"4478",707408,"2021102403","3152",37308,2021-10-24 19:28:17,4,"[4.0, 2.0, 1.0, 3.0]",2,"c(""2"", ""3"")","c(""4"", ""1"")"
"4479",707716,"2021102403","3207",43435,2021-10-24 19:30:07,3,"[3.0, 1.0, 4.0, 2.0]",1,"2","3"
"4480",708129,"2021102403","3452",41269,2021-10-24 19:41:43,2,"[2.0, 1.0, 4.0, 5.0, 3.0]",1,"4","3"
"4481",708390,"2021102403","3496",40000,2021-10-24 19:43:08,1,"[1.0, 4.0, 2.0, 5.0, 3.0]",1,"2","1"
"4482",708587,"2021102403","3588",42433,2021-10-24 19:45:02,2,"[2.0, 4.0, 3.0, 1.0]",1,"3","2"
"4483",708699,"2021102403","3610",43435,2021-10-24 19:45:49,1,"[1.0, 4.0, 2.0, 3.0]",1,"3","2"
"4484",708723,"2021102403","3610",43435,2021-10-24 19:45:49,1,"[1.0, 3.0, 2.0, 4.0]",1,"3","4"
"4485",709189,"2021102403","3846",41269,2021-10-24 19:55:34,4,"[4.0, 3.0, 2.0, 1.0]",1,"1","2"
"4486",710172,"2021102404","328",42349,2021-10-24 17:09:48,4,"[4.0, 5.0, 3.0, 1.0, 2.0]",1,"2","1"
"4487",710197,"2021102404","328",42349,2021-10-24 17:09:48,3,"[3.0, 5.0, 4.0, 1.0, 2.0]",1,"4","3"
"4488",710293,"2021102404","417",41341,2021-10-24 17:14:55,4,"[4.0, 1.0, 3.0, 2.0]",1,"3","4"
"4489",710469,"2021102404","650",43791,2021-10-24 17:25:37,3,"[3.0, 1.0, 5.0, 2.0, 4.0]",1,"3","2"
"4490",710744,"2021102404","858",41341,2021-10-24 17:32:46,6,"[6.0, 2.0, 7.0, 3.0, 4.0, 5.0, 1.0]",1,"4","3"
"4491",710758,"2021102404","858",41341,2021-10-24 17:32:46,7,"[7.0, 3.0, 6.0, 2.0, 4.0, 5.0, 1.0]",2,"c(""3"", ""6"")","c(""7"", ""2"")"
"4492",710779,"2021102404","858",41341,2021-10-24 17:32:46,7,"[7.0, 4.0, 6.0, 2.0, 3.0, 5.0, 1.0]",1,"3","4"
"4493",710786,"2021102404","858",41341,2021-10-24 17:32:47,7,"[7.0, 4.0, 7.0, 2.0, 3.0, 5.0, 1.0]",1,"7","7"
"4494",710800,"2021102404","858",41341,2021-10-24 17:32:47,6,"[6.0, 4.0, 7.0, 1.0, 3.0, 5.0, 2.0]",1,"2","1"
"4495",710835,"2021102404","858",41341,2021-10-24 17:32:47,6,"[6.0, 5.0, 7.0, 1.0, 3.0, 4.0, 2.0]",1,"4","5"
"4496",710905,"2021102404","964",42349,2021-10-24 17:38:21,4,"[4.0, 1.0, 3.0, 2.0]",1,"2","1"
"4497",710985,"2021102404","986",42349,2021-10-24 17:39:01,1,"[1.0, 2.0, 3.0, 4.0]",1,"1","2"
"4498",711021,"2021102404","986",42349,2021-10-24 17:39:02,1,"[1.0, 2.0, 4.0, 3.0]",1,"3","4"
"4499",711116,"2021102404","1065",41341,2021-10-24 17:42:49,2,"[2.0, 5.0, 1.0, 4.0, 3.0]",1,"2","3"
"4500",711151,"2021102404","1065",41341,2021-10-24 17:42:47,3,"[3.0, 5.0, 1.0, 4.0, 2.0]",1,"2","3"
"4501",711362,"2021102404","1170",43791,2021-10-24 17:45:43,1,"[1.0, 4.0, 5.0, 3.0, 2.0]",1,"3","2"
"4502",711514,"2021102404","1325",43791,2021-10-24 17:55:05,5,"[5.0, 2.0, 3.0, 1.0, 4.0]",1,"4","3"
"4503",711559,"2021102404","1325",43791,2021-10-24 17:55:06,5,"[5.0, 3.0, 2.0, 1.0, 4.0]",1,"3","2"
"4504",711649,"2021102404","1370",44825,2021-10-24 17:56:07,2,"[2.0, 4.0, 1.0, 3.0]",1,"2","1"
"4505",711836,"2021102404","1439",41341,2021-10-24 17:57:48,4,"[4.0, 3.0, 5.0, 2.0, 1.0]",1,"2","3"
"4506",711851,"2021102404","1439",41341,2021-10-24 17:57:48,3,"[3.0, 4.0, 5.0, 2.0, 1.0]",1,"4","3"
"4507",711861,"2021102404","1439",41341,2021-10-24 17:57:49,2,"[2.0, 4.0, 5.0, 3.0, 1.0]",1,"3","2"
"4508",711866,"2021102404","1439",41341,2021-10-24 17:57:49,1,"[1.0, 4.0, 5.0, 3.0, 2.0]",1,"2","1"
"4509",711871,"2021102404","1439",41341,2021-10-24 17:57:49,1,"[1.0, 4.0, 5.0, 2.0, 3.0]",1,"3","2"
"4510",711876,"2021102404","1439",41341,2021-10-24 17:57:49,1,"[1.0, 3.0, 5.0, 2.0, 4.0]",1,"4","3"
"4511",711933,"2021102404","1471",41341,2021-10-24 17:58:52,1,"[1.0, 4.0, 3.0, 2.0]",2,"c(""1"", ""4"")","c(""3"", ""2"")"
"4512",712244,"2021102404","1584",43332,2021-10-24 18:04:21,3,"[3.0, 1.0, 5.0, 2.0, 4.0]",1,"4","5"
"4513",712557,"2021102404","1731",42349,2021-10-24 18:08:11,1,"[1.0, 3.0, 4.0, 2.0]",1,"1","2"
"4514",712597,"2021102404","1731",42349,2021-10-24 18:08:12,1,"[1.0, 4.0, 3.0, 2.0]",1,"3","4"
"4515",712701,"2021102404","1823",44825,2021-10-24 18:12:21,4,"[4.0, 1.0, 3.0, 2.0]",1,"2","3"
"4516",713023,"2021102404","1921",44825,2021-10-24 18:17:07,6,"[6.0, 4.0, 1.0, 2.0, 5.0, 3.0]",1,"4","3"
"4517",713071,"2021102404","1921",44825,2021-10-24 18:17:08,6,"[6.0, 4.0, 1.0, 2.0, 6.0, 3.0]",1,"6","6"
"4518",713176,"2021102404","2035",42349,2021-10-24 18:20:53,3,"[3.0, 4.0, 1.0, 2.0, 5.0]",1,"2","3"
"4519",713305,"2021102404","2071",42349,2021-10-24 18:22:05,3,"[3.0, 2.0, 1.0, 4.0]",1,"1","2"
"4520",713345,"2021102404","2095",42349,2021-10-24 18:22:25,2,"[2.0, 1.0, 3.0, 4.0]",1,"3","2"
"4521",713517,"2021102404","2263",43791,2021-10-24 18:39:48,2,"[2.0, 3.0, 1.0, 4.0]",1,"3","4"
"4522",713537,"2021102404","2263",43791,2021-10-24 18:39:48,3,"[3.0, 2.0, 1.0, 4.0]",1,"2","3"
"4523",713668,"2021102404","2321",42349,2021-10-24 18:43:53,5,"[5.0, 4.0, 3.0, 2.0, 1.0]",1,"3","4"
"4524",714229,"2021102404","2705",41341,2021-10-24 19:00:05,4,"[4.0, 1.0, 3.0, 2.0]",1,"3","4"
"4525",714305,"2021102404","2729",43791,2021-10-24 19:00:50,1,"[1.0, 2.0, 4.0, 3.0]",1,"1","2"
"4526",714561,"2021102404","3031",42349,2021-10-24 19:16:13,4,"[4.0, 3.0, 2.0, 1.0]",1,"4","3"
"4527",714597,"2021102404","3031",42349,2021-10-24 19:16:14,4,"[4.0, 3.0, 1.0, 2.0]",1,"2","1"
"4528",715039,"2021102404","3366",42349,2021-10-24 19:31:33,1,"[1.0, 2.0, 3.0, 4.0]",1,"1","2"
"4529",715135,"2021102404","3431",41341,2021-10-24 19:35:42,2,"[2.0, 3.0, 1.0, 4.0]",1,"3","4"
"4530",715385,"2021102404","3572",41341,2021-10-24 19:40:02,1,"[1.0, 5.0, 6.0, 3.0, 2.0, 4.0]",1,"2","1"
"4531",715391,"2021102404","3572",41341,2021-10-24 19:40:02,1,"[1.0, 4.0, 6.0, 3.0, 2.0, 5.0]",1,"4","5"
"4532",715719,"2021102404","3738",42349,2021-10-24 19:46:11,1,"[1.0, 4.0, 2.0, 3.0]",1,"2","1"
"4533",716079,"2021102404","3902",47800,2021-10-24 19:52:19,3,"[3.0, 4.0, 1.0, 3.0]",1,"3","3"
"4534",716171,"2021102404","3924",47800,2021-10-24 19:52:59,3,"[3.0, 4.0, 2.0, 1.0]",1,"1","2"
"4535",716199,"2021102404","3924",47800,2021-10-24 19:53:00,4,"[4.0, 3.0, 2.0, 1.0]",1,"4","3"
"4536",716291,"2021102404","3946",52626,2021-10-24 19:53:37,3,"[3.0, 4.0, 1.0, 2.0]",1,"3","4"
"4537",716583,"2021102404","4018",42349,2021-10-24 19:55:24,2,"[2.0, 4.0, 1.0, 3.0]",1,"3","4"
"4538",716655,"2021102404","4040",42349,2021-10-24 19:56:01,1,"[1.0, 3.0, 4.0, 2.0]",1,"2","1"
"4539",716759,"2021102404","4074",42349,2021-10-24 19:56:45,2,"[2.0, 4.0, 1.0, 3.0]",1,"4","3"
"4540",716775,"2021102404","4074",42349,2021-10-24 19:56:45,1,"[1.0, 4.0, 2.0, 3.0]",1,"2","1"
"4541",717619,"2021102405","481",42365,2021-10-24 17:16:47,4,"[4.0, 2.0, 1.0, 3.0]",1,"2","1"
"4542",717711,"2021102405","507",42031,2021-10-24 17:17:31,4,"[4.0, 2.0, 1.0, 3.0]",1,"2","1"
"4543",717791,"2021102405","597",42406,2021-10-24 17:22:35,4,"[4.0, 1.0, 3.0, 2.0]",1,"1","2"
"4544",717957,"2021102405","826",41502,2021-10-24 17:32:12,3,"[3.0, 6.0, 2.0, 5.0, 4.0, 1.0]",1,"5","4"
"4545",717993,"2021102405","826",41502,2021-10-24 17:32:13,4,"[4.0, 6.0, 2.0, 5.0, 3.0, 1.0]",1,"4","3"
"4546",718023,"2021102405","826",41502,2021-10-24 17:32:13,4,"[4.0, 6.0, 1.0, 5.0, 3.0, 2.0]",1,"2","1"
"4547",718227,"2021102405","965",42031,2021-10-24 17:41:08,2,"[2.0, 3.0, 1.0, 4.0]",1,"4","3"
"4548",718243,"2021102405","965",42031,2021-10-24 17:41:08,3,"[3.0, 2.0, 1.0, 4.0]",1,"3","2"
"4549",718434,"2021102405","1182",42406,2021-10-24 17:49:24,1,"[1.0, 4.0, 2.0, 3.0]",1,"3","4"
"4550",719366,"2021102405","1625",42031,2021-10-24 18:12:00,1,"[1.0, 4.0, 2.0, 3.0]",1,"3","2"
"4551",719434,"2021102405","1625",42031,2021-10-24 18:12:02,1,"[1.0, 3.0, 2.0, 4.0]",1,"3","4"
"4552",719518,"2021102405","1665",42031,2021-10-24 18:12:56,4,"[4.0, 2.0, 3.0, 1.0]",1,"2","1"
"4553",719534,"2021102405","1665",42031,2021-10-24 18:12:57,3,"[3.0, 2.0, 4.0, 1.0]",1,"3","4"
"4554",719607,"2021102405","1721",42031,2021-10-24 18:16:02,1,"[1.0, 3.0, 5.0, 2.0, 4.0]",1,"3","4"
"4555",719627,"2021102405","1721",42031,2021-10-24 18:16:02,1,"[1.0, 2.0, 5.0, 3.0, 4.0]",1,"3","2"
"4556",719642,"2021102405","1721",42031,2021-10-24 18:16:02,1,"[1.0, 2.0, 4.0, 3.0, 5.0]",1,"4","5"
"4557",719906,"2021102405","1850",42406,2021-10-24 18:22:21,1,"[1.0, 2.0, 3.0, 4.0]",1,"3","4"
"4558",719918,"2021102405","1850",42406,2021-10-24 18:22:21,2,"[2.0, 1.0, 3.0, 4.0]",1,"2","1"
"4559",720025,"2021102405","1874",40017,2021-10-24 18:22:38,6,"[6.0, 1.0, 4.0, 3.0, 2.0, 7.0, 5.0]",1,"3","4"
"4560",720067,"2021102405","1874",40017,2021-10-24 18:22:38,7,"[7.0, 1.0, 4.0, 3.0, 2.0, 6.0, 5.0]",1,"6","7"
"4561",720095,"2021102405","1874",40017,2021-10-24 18:22:36,6,"[6.0, 1.0, 3.0, 4.0, 2.0, 7.0, 5.0]",2,"c(""3"", ""7"")","c(""6"", ""4"")"
"4562",720162,"2021102405","1940",42406,2021-10-24 18:24:23,3,"[3.0, 2.0, 5.0, 4.0, 1.0]",1,"2","3"
"4563",720207,"2021102405","1940",42406,2021-10-24 18:24:24,4,"[4.0, 2.0, 5.0, 3.0, 1.0]",1,"3","4"
"4564",720298,"2021102405","2070",42031,2021-10-24 18:41:22,1,"[1.0, 4.0, 3.0, 2.0]",1,"3","2"
"4565",720738,"2021102405","2293",42031,2021-10-24 18:47:18,3,"[3.0, 4.0, 1.0, 2.0]",1,"2","3"
"4566",720766,"2021102405","2293",42031,2021-10-24 18:47:18,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","1"
"4567",720954,"2021102405","2507",42406,2021-10-24 18:58:27,4,"[4.0, 2.0, 3.0, 1.0]",1,"3","2"
"4568",721514,"2021102405","2732",46110,2021-10-24 19:08:21,4,"[4.0, 2.0, 1.0, 3.0]",1,"4","3"
"4569",721562,"2021102405","2732",46110,2021-10-24 19:08:20,3,"[3.0, 2.0, 1.0, 4.0]",1,"3","4"
"4570",721658,"2021102405","2754",46110,2021-10-24 19:09:00,3,"[3.0, 1.0, 2.0, 4.0]",1,"3","4"
"4571",721934,"2021102405","2903",42031,2021-10-24 19:12:33,2,"[2.0, 3.0, 1.0, 4.0]",1,"4","3"
"4572",722218,"2021102405","3114",42031,2021-10-24 19:26:41,2,"[2.0, 1.0, 4.0, 3.0]",1,"3","2"
"4573",722234,"2021102405","3114",42031,2021-10-24 19:26:38,3,"[3.0, 1.0, 4.0, 2.0]",1,"3","2"
"4574",722426,"2021102405","3162",42031,2021-10-24 19:27:18,2,"[2.0, 1.0, 3.0, 4.0]",1,"3","4"
"4575",722606,"2021102405","3232",42031,2021-10-24 19:28:46,2,"[2.0, 1.0, 4.0, 3.0]",1,"3","2"
"4576",722682,"2021102405","3258",42031,2021-10-24 19:29:21,3,"[3.0, 2.0, 4.0, 1.0]",1,"1","2"
"4577",722774,"2021102405","3280",42031,2021-10-24 19:29:56,4,"[4.0, 3.0, 1.0, 2.0]",1,"3","4"
"4578",722866,"2021102405","3312",46110,2021-10-24 19:30:50,3,"[3.0, 1.0, 4.0, 2.0]",1,"3","4"
"4579",722878,"2021102405","3312",46110,2021-10-24 19:30:51,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","1"
"4580",723058,"2021102405","3358",42031,2021-10-24 19:32:04,1,"[1.0, 4.0, 2.0, 3.0]",1,"2","1"
"4581",723142,"2021102405","3380",42031,2021-10-24 19:32:46,4,"[4.0, 3.0, 1.0, 2.0]",1,"4","3"
"4582",723146,"2021102405","3380",42031,2021-10-24 19:32:47,4,"[4.0, 3.0, 2.0, 1.0]",1,"1","2"
"4583",723262,"2021102405","3421",42365,2021-10-24 19:34:23,4,"[4.0, 2.0, 3.0, 1.0]",1,"2","1"
"4584",723266,"2021102405","3421",42365,2021-10-24 19:34:23,3,"[3.0, 2.0, 4.0, 1.0]",1,"4","3"
"4585",723358,"2021102405","3443",42365,2021-10-24 19:34:59,4,"[4.0, 1.0, 2.0, 3.0]",1,"3","2"
"4586",723414,"2021102405","3462",42031,2021-10-24 19:35:39,2,"[2.0, 4.0, 1.0, 3.0]",1,"3","2"
"4587",723566,"2021102405","3690",45533,2021-10-24 19:46:08,3,"[3.0, 1.0, 2.0, 4.0]",1,"3","4"
"4588",723714,"2021102405","3736",45533,2021-10-24 19:47:06,4,"[4.0, 3.0, 1.0, 2.0]",1,"4","3"
"4589",723762,"2021102405","3736",45533,2021-10-24 19:47:05,3,"[3.0, 4.0, 1.0, 2.0]",1,"3","4"
"4590",723842,"2021102405","3760",45533,2021-10-24 19:47:51,3,"[3.0, 2.0, 1.0, 4.0]",2,"c(""1"", ""4"")","c(""3"", ""2"")"
"4591",723934,"2021102405","3782",45533,2021-10-24 19:48:37,3,"[3.0, 1.0, 2.0, 4.0]",1,"3","4"
"4592",723958,"2021102405","3782",45533,2021-10-24 19:48:38,3,"[3.0, 2.0, 1.0, 4.0]",1,"2","1"
"4593",724090,"2021102405","3922",43062,2021-10-24 19:52:56,1,"[1.0, 4.0, 3.0, 2.0]",1,"3","2"
"4594",724318,"2021102405","4027",45533,2021-10-24 19:54:10,5,"[5.0, 1.0, 6.0, 3.0, 2.0, 4.0]",1,"1","2"
"4595",724354,"2021102405","4027",45533,2021-10-24 19:54:08,5,"[5.0, 2.0, 6.0, 3.0, 1.0, 4.0]",1,"2","1"
"4596",724904,"2021102406","96",41239,2021-10-24 20:07:29,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","3"
"4597",725137,"2021102406","325",41239,2021-10-24 20:17:01,5,"[5.0, 2.0, 1.0, 3.0, 4.0]",1,"1","2"
"4598",725223,"2021102406","460",41239,2021-10-24 20:21:15,3,"[3.0, 5.0, 2.0, 4.0, 1.0]",1,"4","3"
"4599",725433,"2021102406","573",38544,2021-10-24 20:26:29,0,"[3.0, 1.0, 4.0, 2.0]",1,"2","1"
"4600",725945,"2021102406","825",41239,2021-10-24 20:35:00,1,"[1.0, 4.0, 2.0, 3.0]",1,"3","4"
"4601",725969,"2021102406","825",41239,2021-10-24 20:35:00,1,"[1.0, 3.0, 2.0, 4.0]",1,"4","3"
"4602",726057,"2021102406","896",41239,2021-10-24 20:36:58,3,"[3.0, 4.0, 2.0, 1.0]",1,"3","2"
"4603",726069,"2021102406","896",41239,2021-10-24 20:36:58,3,"[3.0, 4.0, 1.0, 2.0]",1,"2","1"
"4604",726161,"2021102406","990",41239,2021-10-24 20:41:31,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","1"
"4605",726397,"2021102406","1116",38544,2021-10-24 20:50:00,4,"[4.0, 5.0, 1.0, 2.0, 3.0, 6.0]",1,"4","3"
"4606",726706,"2021102406","1239",40171,2021-10-24 20:54:17,3,"[3.0, 1.0, 4.0, 2.0, 5.0]",1,"2","3"
"4607",726849,"2021102406","1355",38544,2021-10-24 20:57:30,0,"[3.0, 2.0, 1.0, 4.0]",1,"2","3"
"4608",727065,"2021102406","1377",42444,2021-10-24 20:58:16,3,"[3.0, 4.0, 1.0, 2.0]",1,"3","2"
"4609",727313,"2021102406","1609",38544,2021-10-24 21:10:03,2,"[2.0, 5.0, 6.0, 1.0, 3.0, 4.0]",1,"2","3"
"4610",727397,"2021102406","1609",38544,2021-10-24 21:10:04,2,"[2.0, 5.0, 6.0, 1.0, 4.0, 3.0]",1,"3","4"
"4611",727505,"2021102406","1693",42444,2021-10-24 21:12:18,5,"[5.0, 6.0, 4.0, 3.0, 1.0, 2.0]",1,"3","4"
"4612",727547,"2021102406","1693",42444,2021-10-24 21:12:19,6,"[6.0, 5.0, 4.0, 3.0, 1.0, 2.0]",1,"5","6"
"4613",727657,"2021102406","1783",38544,2021-10-24 21:15:50,1,"[1.0, 3.0, 4.0, 2.0]",1,"2","1"
"4614",727909,"2021102406","1973",41239,2021-10-24 21:26:32,3,"[3.0, 2.0, 1.0, 4.0]",1,"2","1"
"4615",727913,"2021102406","1973",41239,2021-10-24 21:26:32,4,"[4.0, 2.0, 1.0, 3.0]",1,"4","3"
"4616",728001,"2021102406","1997",41239,2021-10-24 21:26:55,3,"[3.0, 1.0, 2.0, 4.0]",1,"2","3"
"4617",728253,"2021102406","2062",41239,2021-10-24 21:28:41,1,"[1.0, 5.0, 2.0, 5.0, 3.0]",1,"5","5"
"4618",728349,"2021102406","2143",41239,2021-10-24 21:30:21,2,"[2.0, 1.0, 3.0, 4.0]",1,"3","2"
"4619",728453,"2021102406","2165",41239,2021-10-24 21:31:04,2,"[2.0, 1.0, 4.0, 3.0]",1,"3","4"
"4620",728461,"2021102406","2165",41239,2021-10-24 21:31:04,1,"[1.0, 2.0, 4.0, 3.0]",1,"1","2"
"4621",728617,"2021102406","2326",40171,2021-10-24 21:49:45,1,"[1.0, 3.0, 4.0, 2.0]",1,"2","1"
"4622",728641,"2021102406","2326",40171,2021-10-24 21:49:46,1,"[1.0, 2.0, 4.0, 3.0]",1,"3","2"
"4623",728717,"2021102406","2359",40171,2021-10-24 21:50:53,2,"[2.0, 4.0, 3.0, 1.0]",1,"4","3"
"4624",728833,"2021102406","2383",42444,2021-10-24 21:51:35,1,"[1.0, 3.0, 2.0, 4.0]",1,"3","4"
"4625",728999,"2021102406","2434",38544,2021-10-24 21:53:28,5,"[5.0, 6.0, 3.0, 4.0, 1.0, 2.0]",1,"1","2"
"4626",729029,"2021102406","2434",38544,2021-10-24 21:53:28,5,"[5.0, 6.0, 2.0, 4.0, 1.0, 3.0]",1,"2","3"
"4627",729059,"2021102406","2434",38544,2021-10-24 21:53:29,6,"[6.0, 5.0, 2.0, 4.0, 1.0, 3.0]",1,"6","5"
"4628",729065,"2021102406","2434",38544,2021-10-24 21:53:29,6,"[6.0, 4.0, 2.0, 5.0, 1.0, 3.0]",1,"5","4"
"4629",729328,"2021102406","2537",41239,2021-10-24 21:58:18,5,"[5.0, 4.0, 2.0, 3.0, 1.0]",1,"4","5"
"4630",729533,"2021102406","2679",41239,2021-10-24 22:03:12,2,"[2.0, 4.0, 1.0, 3.0]",1,"2","3"
"4631",729613,"2021102406","2724",41239,2021-10-24 22:04:26,3,"[3.0, 4.0, 1.0, 2.0]",1,"2","3"
"4632",729717,"2021102406","2790",44834,2021-10-24 22:08:43,1,"[1.0, 3.0, 4.0, 2.0]",1,"3","4"
"4633",730269,"2021102406","3108",41239,2021-10-24 22:19:36,3,"[3.0, 4.0, 2.0, 1.0]",1,"2","3"
"4634",730373,"2021102406","3187",38544,2021-10-24 22:24:25,3,"[3.0, 1.0, 4.0, 2.0]",1,"1","2"
"4635",730465,"2021102406","3246",40171,2021-10-24 22:28:57,1,"[1.0, 3.0, 2.0, 4.0]",1,"2","1"
"4636",730555,"2021102406","3268",40171,2021-10-24 22:29:23,3,"[3.0, 2.0, 1.0, 5.0, 4.0]",1,"1","2"
"4637",730575,"2021102406","3268",40171,2021-10-24 22:29:24,2,"[2.0, 3.0, 1.0, 5.0, 4.0]",1,"2","3"
"4638",731180,"2021102406","3507",41239,2021-10-24 22:40:51,4,"[4.0, 2.0, 3.0, 5.0, 1.0]",1,"4","5"
"4639",731618,"2021102406","3688",41239,2021-10-24 22:45:10,4,"[4.0, 1.0, 2.0, 3.0]",1,"4","3"
"4640",731852,"2021102406","3858",41239,2021-10-24 22:50:55,3,"[3.0, 2.0, 1.0, 4.0, 5.0]",2,"c(""3"", ""2"")","c(""1"", ""4"")"
"4641",731957,"2021102406","3939",38544,2021-10-24 22:56:23,3,"[3.0, 2.0, 4.0, 1.0]",1,"2","3"
"4642",732050,"2021102406","4060",42444,2021-10-24 23:02:19,2,"[2.0, 1.0, 6.0, 5.0, 7.0, 3.0, 4.0]",1,"4","5"
"4643",732113,"2021102406","4060",42444,2021-10-24 23:02:19,2,"[2.0, 1.0, 6.0, 4.0, 7.0, 3.0, 5.0]",1,"5","4"
"4644",732127,"2021102406","4060",42444,2021-10-24 23:02:20,2,"[2.0, 1.0, 7.0, 4.0, 6.0, 3.0, 5.0]",1,"6","7"
"4645",732217,"2021102406","4180",41239,2021-10-24 23:07:33,2,"[2.0, 3.0, 1.0, 4.0]",1,"4","3"
"4646",732309,"2021102406","4226",41239,2021-10-24 23:08:24,1,"[1.0, 2.0, 4.0, 3.0]",1,"2","1"
"4647",732317,"2021102406","4226",41239,2021-10-24 23:08:24,1,"[1.0, 2.0, 3.0, 4.0]",1,"3","4"
"4648",732951,"2021102407","427",37089,2021-10-24 20:19:24,2,"[2.0, 4.0, 3.0, 5.0, 1.0]",1,"4","3"
"4649",732966,"2021102407","427",37089,2021-10-24 20:19:25,3,"[3.0, 4.0, 2.0, 5.0, 1.0]",1,"3","2"
"4650",733061,"2021102407","462",37089,2021-10-24 20:20:53,2,"[2.0, 3.0, 1.0, 4.0]",1,"1","2"
"4651",733077,"2021102407","462",37089,2021-10-24 20:20:53,2,"[2.0, 4.0, 1.0, 3.0]",1,"3","4"
"4652",733661,"2021102407","728",40608,2021-10-24 20:33:32,3,"[3.0, 4.0, 1.0, 2.0]",1,"1","2"
"4653",733761,"2021102407","801",38542,2021-10-24 20:37:48,4,"[4.0, 2.0, 1.0, 3.0]",1,"3","4"
"4654",734049,"2021102407","979",37089,2021-10-24 20:44:33,2,"[2.0, 1.0, 4.0, 3.0]",1,"2","1"
"4655",734305,"2021102407","1266",43358,2021-10-24 20:56:32,1,"[1.0, 2.0, 3.0, 4.0]",1,"2","3"
"4656",734341,"2021102407","1266",43358,2021-10-24 20:56:33,1,"[1.0, 2.0, 4.0, 3.0]",1,"3","4"
"4657",734584,"2021102407","1349",43378,2021-10-24 21:01:17,4,"[4.0, 2.0, 5.0, 1.0, 3.0]",1,"3","2"
"4658",734614,"2021102407","1349",43378,2021-10-24 21:01:18,4,"[4.0, 2.0, 5.0, 2.0, 3.0]",1,"2","2"
"4659",734717,"2021102407","1448",38542,2021-10-24 21:06:37,3,"[3.0, 3.0, 4.0, 1.0]",1,"3","3"
"4660",735457,"2021102407","1991",38542,2021-10-24 21:44:14,1,"[1.0, 3.0, 4.0, 2.0]",1,"2","1"
"4661",735624,"2021102407","2227",43358,2021-10-24 21:55:27,1,"[1.0, 4.0, 4.0, 2.0, 5.0]",1,"4","4"
"4662",735704,"2021102407","2227",43358,2021-10-24 21:55:29,1,"[1.0, 5.0, 3.0, 2.0, 4.0]",1,"4","5"
"4663",735789,"2021102407","2288",38542,2021-10-24 21:59:49,3,"[3.0, 2.0, 1.0, 4.0]",1,"3","2"
"4664",735897,"2021102407","2339",38542,2021-10-24 22:01:50,3,"[3.0, 2.0, 1.0, 4.0]",1,"3","2"
"4665",736061,"2021102407","2482",39997,2021-10-24 22:09:06,2,"[2.0, 3.0, 1.0, 4.0]",1,"3","2"
"4666",736177,"2021102407","2570",39997,2021-10-24 22:12:45,4,"[4.0, 1.0, 2.0, 3.0]",1,"3","4"
"4667",736253,"2021102407","2592",43358,2021-10-24 22:13:27,1,"[1.0, 4.0, 2.0, 3.0]",1,"3","4"
"4668",736333,"2021102407","2614",43358,2021-10-24 22:14:13,0,"[1.0, 2.0, 4.0, 3.0]",1,"3","4"
"4669",737031,"2021102407","3279",39997,2021-10-24 22:44:47,2,"[2.0, 1.0, 4.0, 3.0]",1,"4","3"
"4670",737223,"2021102407","3325",39997,2021-10-24 22:45:53,1,"[1.0, 2.0, 3.0, 4.0]",1,"2","1"
"4671",737323,"2021102407","3354",40608,2021-10-24 22:46:21,3,"[3.0, 4.0, 1.0, 2.0]",1,"1","2"
"4672",737419,"2021102407","3376",40608,2021-10-24 22:47:00,3,"[3.0, 4.0, 1.0, 2.0]",1,"1","2"
"4673",737511,"2021102407","3421",40608,2021-10-24 22:48:00,3,"[3.0, 4.0, 1.0, 2.0]",1,"2","1"
"4674",737691,"2021102407","3467",39997,2021-10-24 22:49:09,4,"[4.0, 3.0, 2.0, 1.0]",1,"3","4"
"4675",737883,"2021102407","3513",40608,2021-10-24 22:50:22,2,"[2.0, 3.0, 4.0, 1.0]",1,"3","4"
"4676",738071,"2021102407","3558",39997,2021-10-24 22:52:37,4,"[4.0, 3.0, 2.0, 1.0]",1,"3","4"
"4677",738095,"2021102407","3558",39997,2021-10-24 22:52:37,4,"[4.0, 2.0, 3.0, 1.0]",1,"2","3"
"4678",738191,"2021102407","3719",40608,2021-10-24 22:58:29,2,"[2.0, 3.0, 4.0, 1.0]",1,"2","3"
