"","...1","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType","('blitz', 'mean')","('blitz_class', '')","('npos_list', '')","('stunt', '')","('stunt_class', '')","('4manfront', '')","epa"
"7261",7260,2021102408,223,"(11:54) (Shotgun) D.Mills pass incomplete short right to D.Amendola (J.Phillips).",1,2,7,"HOU","ARI","HOU",30,11:54:00,0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,40,"EMPTY","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",1,1,"[1, 1, 1, 3]",1,4,0,-1.06442791642621
"7262",7261,2021102408,273,"(11:51) (Shotgun) D.Mills sacked at HOU 21 for -9 yards (M.Golden).",1,3,7,"HOU","ARI","HOU",30,11:51:00,0,0,"S",NA,-9,-9,NA,NA,NA,NA,NA,NA,40,"SHOTGUN","2 RB, 0 TE, 3 WR",6,"1 DL, 5 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",0,0,"[1, 1, 1, 1]",1,15,1,-2.06873572431505
"7263",7262,2021102408,353,"(10:19) (Shotgun) K.Murray sacked at ARI 18 for -14 yards (D.Walker).",1,2,22,"ARI","HOU","ARI",32,10:19:00,0,0,"S",NA,-14,-14,NA,NA,NA,NA,NA,NA,78,"PISTOL","1 RB, 2 TE, 2 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-2.1434107455425
"7264",7263,2021102408,439,"(7:48) D.Mills pass short right to M.Ingram to 50 for 10 yards (J.Thompson).",1,2,6,"HOU","ARI","HOU",40,07:48:00,0,0,"C",NA,10,10,NA,NA,NA,NA,NA,NA,50,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-3","Zone",1,5,"[1, 1, 1, 1, 2]",1,1,0,1.14609903492965
"7265",7264,2021102408,484,"(6:25) (Shotgun) D.Mills pass short middle to D.Amendola to ARI 39 for 10 yards (I.Simmons) [M.Golden].",1,2,9,"HOU","ARI","ARI",49,06:25:00,0,0,"C",NA,10,10,NA,NA,NA,NA,NA,NA,61,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1]",1,0,0,1.37354432546999
"7266",7265,2021102408,679,"(2:53) D.Mills pass short middle to N.Collins to ARI 38 for 22 yards (B.Baker; B.Murphy).",1,1,10,"HOU","ARI","HOU",40,02:53:00,0,2,"C",NA,22,22,NA,NA,NA,NA,NA,NA,50,"I_FORM","1 RB, 2 TE, 2 WR",8,"4 DL, 4 LB, 3 DB","TRADITIONAL",1,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",0,0,0,1.61671811365522
"7267",7266,2021102408,761,"(1:06) (Shotgun) D.Mills pass short middle to J.Akins to ARI 40 for 5 yards (D.Kennard).",1,2,17,"HOU","ARI","ARI",45,01:06:00,0,2,"C",NA,5,5,NA,NA,NA,NA,NA,NA,65,"EMPTY","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",1,10,"[1, 1, 2, 1]",0,0,0,-0.456141827860847
"7268",7267,2021102408,785,"(:23) (Shotgun) D.Mills pass short right to P.Brown pushed ob at ARI 35 for 5 yards (D.Gardeck).",1,3,12,"HOU","ARI","ARI",40,00:23:00,0,2,"C",NA,5,5,NA,NA,NA,NA,NA,NA,70,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"1 DL, 5 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,1,"[1, 1, 1, 1, 1, 1, 1, 3]",0,0,0,0.0211122045856342
"7269",7268,2021102408,900,"(14:30) (No Huddle, Shotgun) K.Murray pass incomplete short right to D.Hopkins.",2,2,6,"ARI","HOU","ARI",29,14:30:00,0,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,39,"SHOTGUN","2 RB, 0 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.762050397694111
"7270",7269,2021102408,922,"(14:24) (Shotgun) K.Murray pass short left to Z.Ertz to ARI 37 for 8 yards (T.Thomas).",2,3,6,"ARI","HOU","ARI",29,14:24:00,0,5,"C",NA,8,8,NA,NA,NA,NA,NA,NA,39,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.59358110488392
"7271",7270,2021102408,967,"(13:34) (No Huddle, Shotgun) K.Murray pass short left to D.Hopkins pushed ob at HOU 48 for 10 yards (D.King).",2,2,5,"ARI","HOU","ARI",42,13:34:00,0,5,"C",NA,10,10,NA,NA,NA,NA,NA,NA,52,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.803752835374326
"7272",7271,2021102408,1083,"(11:01) (Shotgun) K.Murray pass incomplete deep right to D.Hopkins.",2,3,2,"ARI","HOU","HOU",23,11:01:00,0,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,87,"EMPTY","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.30749872582965
"7273",7272,2021102408,1105,"(10:56) (No Huddle, Shotgun) K.Murray pass short left to C.Kirk to HOU 10 for 13 yards (L.Johnson).",2,4,2,"ARI","HOU","HOU",23,10:56:00,0,5,"C",NA,13,13,NA,NA,NA,NA,NA,NA,87,"EMPTY","1 RB, 0 TE, 4 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",1,3,1,2.37894983415026
"7274",7273,2021102408,1129,"(10:24) (Shotgun) K.Murray scrambles up the middle to HOU 5 for 5 yards (T.Thomas).",2,1,10,"ARI","HOU","HOU",10,10:24:00,0,5,"R",NA,5,5,NA,NA,NA,NA,NA,NA,100,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",1,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,0.196741611580364
"7275",7274,2021102408,1385,"(6:33) D.Mills pass deep left to B.Cooks ran ob at ARI 43 for 18 yards.",2,2,8,"HOU","ARI","HOU",39,06:33:00,7,5,"C",NA,18,18,NA,NA,NA,NA,NA,NA,71,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",1,10,"[2, 1, 2, 1]",1,3,0,1.68921843729913
"7276",7275,2021102408,1414,"(6:01) D.Mills sacked at 50 for -7 yards (M.Golden). FUMBLES (M.Golden) [M.Golden], RECOVERED by ARI-M.Golden at HOU 49.",2,1,10,"HOU","ARI","ARI",43,06:01:00,7,5,"S",NA,-8,-8,NA,NA,NA,NA,NA,NA,53,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",1,5,"[1, 1, 1, 2, 1]",1,3,0,-5.93748598475941
"7277",7276,2021102408,1521,"(3:51) (Shotgun) K.Murray pass incomplete deep middle to C.Kirk (C.Kirksey).",2,2,18,"ARI","HOU","HOU",40,03:51:00,7,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,70,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,6,1,-0.710444421507418
"7278",7277,2021102408,1566,"(3:46) (Shotgun) K.Murray pass deep right to A.Green pushed ob at HOU 4 for 41 yards (L.Johnson).",2,3,23,"ARI","HOU","HOU",45,03:46:00,7,5,"C",NA,41,41,NA,NA,NA,NA,NA,NA,65,"SHOTGUN","1 RB, 0 TE, 4 WR",4,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,16,1,4.67487016422092
"7279",7278,2021102408,1616,"(2:51) (Shotgun) K.Murray pass short right to C.Kirk for 5 yards, TOUCHDOWN.",2,2,5,"ARI","HOU","HOU",5,02:51:00,7,5,"C",NA,5,5,NA,NA,NA,NA,NA,NA,105,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"4 DL, 3 LB, 4 DB","SCRAMBLE",1,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,1.72880604746751
"7280",7279,2021102408,1693,"(2:03) (Shotgun) D.Mills scrambles right end ran ob at HOU 30 for 1 yard (L.Fotu). PENALTY on HOU-M.Scharping, Offensive Holding, 10 yards, enforced at HOU 29 - No Play.",2,2,6,"HOU","ARI","HOU",29,02:03:00,14,5,"R",-10,1,-10,"Offensive Holding",47838,NA,NA,NA,NA,81,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"3 DL, 4 LB, 4 DB",NA,0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.09914834366646
"7281",7280,2021102408,1749,"(1:56) (Shotgun) D.Mills pass incomplete short right [J.Watt].",2,2,16,"HOU","ARI","HOU",19,01:56:00,14,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,91,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.53849851153791
"7282",7281,2021102408,1848,"(1:02) (No Huddle, Shotgun) K.Murray pass short middle to C.Kirk to HOU 49 for 19 yards (L.Johnson).",2,2,4,"ARI","HOU","ARI",32,01:02:00,14,5,"C",NA,19,19,NA,NA,NA,NA,NA,NA,42,"SHOTGUN","1 RB, 0 TE, 4 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.14224923710572
"7283",7282,2021102408,2009,"(:22) (Shotgun) K.Murray sacked at HOU 31 for -9 yards (M.Collins). PENALTY on HOU-M.Collins, Roughing the Passer, 11 yards, enforced at HOU 22 - No Play.",2,2,14,"ARI","HOU","HOU",22,00:22:00,14,5,"S",11,-9,11,"Roughing the Passer",43356,NA,NA,NA,NA,88,"SHOTGUN","1 RB, 0 TE, 4 WR",5,"4 DL, 2 LB, 5 DB",NA,0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.808430120698176
"7284",7283,2021102408,2039,"(:18) (Shotgun) K.Murray sacked at HOU 13 for -2 yards (J.Greenard).",2,1,10,"ARI","HOU","HOU",11,00:18:00,14,5,"S",NA,-2,-2,NA,NA,NA,NA,NA,NA,99,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"4 DL, 3 LB, 4 DB","SCRAMBLE",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,-0.65796612057602
"7285",7284,2021102408,2075,"(:13) (Shotgun) K.Murray pass incomplete short middle to Z.Ertz (J.Greenard).",2,2,12,"ARI","HOU","HOU",13,00:13:00,14,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,97,"EMPTY","0 RB, 1 TE, 4 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",1,4,1,-0.485182400054283
"7286",7285,2021102408,2172,"(15:00) D.Mills pass incomplete short right to N.Collins.",3,1,10,"HOU","ARI","HOU",25,15:00:00,17,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,85,"I_FORM","1 RB, 2 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",1,6,1,-0.679608697537333
"7287",7286,2021102408,2215,"(14:14) (Shotgun) D.Mills pass short left to J.Akins to HOU 36 for 8 yards (Z.Collins).",3,3,7,"HOU","ARI","HOU",28,14:14:00,17,5,"C",NA,8,8,NA,NA,NA,NA,NA,NA,82,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"1 DL, 5 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",1,9,0,1.94035888556391
"7288",7287,2021102408,2260,"(12:58) D.Mills pass incomplete short right. PENALTY on HOU-G.Christian, Offensive Holding, 10 yards, enforced at HOU 37 - No Play.",3,2,9,"HOU","ARI","HOU",37,12:58:00,17,5,"I",-10,0,-10,"Offensive Holding",46143,NA,NA,NA,NA,73,"I_FORM","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB",NA,1,"Cover-3","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-0.975066001992673
"7289",7288,2021102408,2293,"(12:51) (Shotgun) D.Mills pass short left to N.Collins to HOU 33 for 6 yards (M.Wilson).",3,2,19,"HOU","ARI","HOU",27,12:51:00,17,5,"C",NA,6,6,NA,NA,NA,NA,NA,NA,83,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",1,5,1,-0.479276783764362
"7290",7289,2021102408,2317,"(12:14) (Shotgun) D.Mills pass short middle to D.Johnson to HOU 38 for 5 yards (J.Hicks).",3,3,13,"HOU","ARI","HOU",33,12:14:00,17,5,"C",NA,5,5,NA,NA,NA,NA,NA,NA,77,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"1 DL, 5 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",1,5,1,-0.790774198714644
"7291",7290,2021102408,2406,"(10:58) (No Huddle, Shotgun) K.Murray pass short left to D.Hopkins to ARI 25 for 11 yards (D.King).",3,2,8,"ARI","HOU","ARI",14,10:58:00,17,5,"C",NA,11,11,NA,NA,NA,NA,NA,NA,24,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.48099768813699
"7292",7291,2021102408,2451,"(9:50) (No Huddle, Shotgun) K.Murray pass short right to A.Green to ARI 41 for 12 yards (T.Mitchell).",3,2,6,"ARI","HOU","ARI",29,09:50:00,17,5,"C",NA,12,12,NA,NA,NA,NA,NA,NA,39,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.05711338133551
"7293",7292,2021102408,2496,"(8:43) (No Huddle, Shotgun) K.Murray pass short middle to C.Kirk to HOU 47 for 13 yards (L.Johnson).",3,2,11,"ARI","HOU","ARI",40,08:43:00,17,5,"C",NA,13,13,NA,NA,NA,NA,NA,NA,50,"SHOTGUN","2 RB, 0 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.55699034384452
"7294",7293,2021102408,2520,"(8:08) (No Huddle, Shotgun) K.Murray pass deep middle to Z.Ertz for 47 yards, TOUCHDOWN.",3,1,10,"ARI","HOU","HOU",47,08:08:00,17,5,"C",NA,47,47,NA,NA,NA,NA,NA,NA,63,"SHOTGUN","2 RB, 2 TE, 1 WR",7,"4 DL, 3 LB, 4 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",1,2,1,3.76824400923215
"7295",7294,2021102408,2576,"(7:58) (Shotgun) D.Mills pass short right to D.Johnson to HOU 27 for 2 yards (J.Thompson).",3,1,10,"HOU","ARI","HOU",25,07:58:00,24,5,"C",NA,2,2,NA,NA,NA,NA,NA,NA,85,"EMPTY","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.529870736412704
"7296",7295,2021102408,2621,"(6:42) (Shotgun) D.Mills pass incomplete short right to D.Johnson (D.Kennard) [M.Dogbe].",3,3,2,"HOU","ARI","HOU",33,06:42:00,24,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,77,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.74621142400429
"7297",7296,2021102408,2683,"(5:50) (No Huddle, Shotgun) K.Murray pass incomplete short right to C.Edmonds.",3,2,10,"ARI","HOU","ARI",24,05:50:00,24,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,34,"SHOTGUN","2 RB, 0 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","SCRAMBLE",1,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.802556295879185
"7298",7297,2021102408,2728,"(5:44) (Shotgun) K.Murray scrambles left end to ARI 26 for 7 yards (J.Jenkins). PENALTY on HOU-J.Jenkins, Horse Collar Tackle, 15 yards, enforced at ARI 26.",3,3,15,"ARI","HOU","ARI",19,05:44:00,24,5,"R",15,7,22,"Horse Collar Tackle",43372,NA,NA,NA,NA,29,"SHOTGUN","1 RB, 0 TE, 4 WR",5,"4 DL, 2 LB, 5 DB","SCRAMBLE",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,2,1,3.3047167879995
"7299",7298,2021102408,2781,"(4:28) (No Huddle, Shotgun) K.Murray pass deep middle intended for Z.Ertz INTERCEPTED by L.Johnson at HOU 39. L.Johnson to ARI 46 for 15 yards (C.Edmonds).",3,2,12,"ARI","HOU","ARI",39,04:28:00,24,5,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,49,"EMPTY","1 RB, 1 TE, 3 WR",4,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-4.46621634275652
"7300",7299,2021102408,2831,"(3:53) (Shotgun) D.Mills pass short left to M.Ingram to ARI 37 for 5 yards (M.Wilson, I.Simmons).",3,2,6,"HOU","ARI","ARI",42,03:53:00,24,5,"C",NA,5,5,NA,NA,NA,NA,NA,NA,52,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.287003473262303
"7301",7300,2021102408,2855,"(3:12) (No Huddle, Shotgun) D.Mills pass incomplete short right to M.Ingram. PENALTY on HOU-D.Mills, Illegal Motion, 4 yards, enforced at ARI 37 - No Play.",3,3,1,"HOU","ARI","ARI",37,03:12:00,24,5,"I",-4,0,-4,"Illegal Motion",53496,NA,NA,NA,NA,47,"EMPTY","1 RB, 1 TE, 3 WR",6,"3 DL, 4 LB, 4 DB",NA,0,"Cover-3","Zone",1,10,"[2, 1, 2, 1, 2]",0,0,0,-0.872543460340239
"7302",7301,2021102408,2929,"(2:19) (Shotgun) K.Murray sacked at ARI 10 for -10 yards (J.Greenard).",3,1,10,"ARI","HOU","ARI",20,02:19:00,24,5,"S",NA,-10,-10,NA,NA,NA,NA,NA,NA,30,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.72176407766528
"7303",7302,2021102408,2969,"(:54) (Shotgun) K.Murray pass incomplete short right to C.Edmonds (J.Martin).",3,3,14,"ARI","HOU","ARI",16,00:54:00,24,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,26,"EMPTY","1 RB, 0 TE, 4 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",1,5,1,-1.13812347082421
"7304",7303,2021102408,3037,"(:09) (No Huddle, Shotgun) D.Mills pass short right to P.Brown to ARI 39 for 1 yard (I.Simmons, B.Murphy).",3,2,8,"HOU","ARI","ARI",40,00:09:00,24,5,"C",NA,1,1,NA,NA,NA,NA,NA,NA,50,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",1,5,"[1, 2, 1, 1, 1]",0,0,0,-0.763452644692734
"7305",7304,2021102408,3101,"(14:20) (Shotgun) D.Mills pass incomplete short left to B.Cooks.",4,4,5,"HOU","ARI","ARI",37,14:20:00,24,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,73,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",0,"Cover-0","Man",0,0,"[1, 1, 1, 1]",0,0,1,-2.7370343930088
"7306",7305,2021102408,3313,"(10:22) (Shotgun) D.Mills pass short left to B.Cooks to HOU 27 for 2 yards (M.Wilson).",4,1,10,"HOU","ARI","HOU",25,10:22:00,31,5,"C",NA,2,2,NA,NA,NA,NA,NA,NA,35,"EMPTY","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.490286588668823
"7307",7306,2021102408,3358,"(9:18) (Shotgun) D.Mills pass incomplete deep right to N.Collins.",4,3,8,"HOU","ARI","HOU",27,09:18:00,31,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,37,"SHOTGUN","2 RB, 0 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,5,"[1, 1, 2, 1, 1]",0,0,0,-1.21395715652034
"7308",7307,2021102408,3585,"(4:34) (Shotgun) D.Mills pass short left to D.Johnson pushed ob at HOU 21 for 10 yards (M.Wilson).",4,1,20,"HOU","ARI","HOU",11,04:34:00,31,5,"C",NA,10,10,NA,NA,NA,NA,NA,NA,21,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",1,2,1,0.37546243169345
"7309",7308,2021102408,3614,"(4:29) (No Huddle, Shotgun) D.Mills pass short left to D.Amendola ran ob at HOU 29 for 8 yards.",4,2,10,"HOU","ARI","HOU",21,04:29:00,31,5,"C",NA,8,8,NA,NA,NA,NA,NA,NA,31,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",0,0,"[1, 1, 1, 1]",0,0,1,0.574917931342497
"7310",7309,2021102408,3626,"(4:24) (Shotgun) D.Mills pass short left to D.Johnson to HOU 39 for 10 yards (D.Thompson; C.Banjo).",4,3,2,"HOU","ARI","HOU",29,04:24:00,31,5,"C",NA,10,10,NA,NA,NA,NA,NA,NA,39,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1]",0,0,0,1.10318635229487
"7311",7310,2021102408,3668,"(3:56) (No Huddle, Shotgun) D.Mills sacked at HOU 29 for -10 yards (D.Kennard). PENALTY on ARI-D.Thompson, Illegal Contact, 5 yards, enforced at HOU 39 - No Play.",4,1,10,"HOU","ARI","HOU",39,03:56:00,31,5,"S",5,-10,5,"Illegal Contact",47922,NA,NA,NA,NA,49,"EMPTY","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB",NA,0,"Cover-0","Man",1,3,"[1, 1, 1, 1, 1, 1]",0,0,0,0.340778582380153
"7312",7311,2021102408,3698,"(3:48) D.Mills pass incomplete deep left to B.Cooks.",4,1,10,"HOU","ARI","HOU",44,03:48:00,31,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,54,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.691635551513173
"7313",7312,2021102408,3720,"(3:43) (Shotgun) D.Mills pass short right to P.Brown to HOU 49 for 5 yards (D.Thompson).",4,2,10,"HOU","ARI","HOU",44,03:43:00,31,5,"C",NA,5,5,NA,NA,NA,NA,NA,NA,54,"EMPTY","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",1,1,"[1, 1, 3, 1, 1]",1,10,0,-0.0434116862015799
"7314",7313,2021102408,3744,"(3:06) (Shotgun) D.Mills pass incomplete deep left to N.Collins.",4,3,5,"HOU","ARI","HOU",49,03:06:00,31,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,59,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,2,1,-1.56292346678674
"7315",7314,2021102408,3766,"(3:01) (Shotgun) D.Mills pass incomplete short left to D.Amendola.",4,4,5,"HOU","ARI","HOU",49,03:01:00,31,5,"I",NA,0,0,NA,NA,NA,NA,NA,NA,59,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man",1,4,"[1, 1, 1, 1, 1, 1, 1]",1,9,0,-2.4718792134081
"7316",7315,2021102409,75,"(14:20) J.Fields sacked at CHI 18 for -7 yards (A.Winfield). FUMBLES (A.Winfield) [A.Winfield], recovered by CHI-K.Herbert at CHI 19.",1,2,10,"CHI","TB","CHI",25,14:20:00,0,0,"S",NA,-6,-6,NA,NA,NA,NA,NA,NA,35,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",1,5,"[1, 1, 1, 1, 2]",1,10,0,-1.67445888649672
"7317",7316,2021102409,104,"(13:50) (Shotgun) J.Fields pass short left to J.James to CHI 25 for 6 yards (J.Dean).",1,3,16,"CHI","TB","CHI",19,13:50:00,0,0,"C",NA,6,6,NA,NA,NA,NA,NA,NA,29,"SHOTGUN","1 RB, 2 TE, 2 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1]",0,0,0,-0.481852906756103
"7318",7317,2021102409,158,"(12:49) T.Brady pass incomplete deep left to C.Godwin. PENALTY on CHI-K.Vildor, Defensive Pass Interference, 15 yards, enforced at CHI 32 - No Play.",1,1,10,"TB","CHI","CHI",32,12:49:00,0,0,"I",15,0,15,"Defensive Pass Interference",52571,NA,NA,NA,NA,42,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB",NA,1,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.903890896588564
"7319",7318,2021102409,288,"(11:16) J.Fields scrambles right end to TB 45 for 1 yard (J.Pierre-Paul).",1,1,10,"CHI","TB","TB",46,11:16:00,7,0,"R",NA,1,1,NA,NA,NA,NA,NA,NA,64,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"4 DL, 3 LB, 4 DB","SCRAMBLE",0,"Cover-3","Zone",1,5,"[1, 2, 1, 1, 1]",0,0,0,-0.501164690358564
