"","...1","gameplayId","nflId","time","team","pff_positionLinedUp","zone","relative_location","stunt","all_front","all_back"
"723",104903,"2021091213_607",37087,2021-09-13 00:46:44,"CHI","REO",2,"(3, 1)",1,"4","3"
"724",104919,"2021091213_607",37087,2021-09-13 00:46:44,"CHI","REO",6,"(2, 1)",1,"3","2"
"725",105143,"2021091213_775",41239,2021-09-13 00:54:20,"LA","RE",7,"(3, 1)",1,"2","3"
"726",105263,"2021091213_804",41239,2021-09-13 00:55:06,"LA","RE",3,"(1, 1)",1,"2","1"
"727",105467,"2021091213_991",38619,2021-09-13 01:03:26,"CHI","LE",10,"(2, 1)",1,"2","3"
"728",105731,"2021091213_1141",41239,2021-09-13 01:10:37,"LA","RE",1,"(3, 1)",1,"2","1"
"729",105751,"2021091213_1141",41239,2021-09-13 01:10:37,"LA","RE",1,"(4, 1)",1,"4","3"
"730",105853,"2021091213_1265",41239,2021-09-13 01:14:07,"LA","LE",9,"(3, 1)",1,"3","2"
"731",105993,"2021091213_1330",37087,2021-09-13 01:18:30,"CHI","ROLB",1,"(1, 1)",1,"4","3"
"732",106242,"2021091213_1492",41239,2021-09-13 01:25:53,"LA","DRT",12,"(3, 1)",1,"2","1"
"733",106539,"2021091213_1794",37087,2021-09-13 01:53:29,"CHI","ROLB",2,"(1, 1)",1,"4","3"
"734",106627,"2021091213_1818",38619,2021-09-13 01:53:58,"CHI","NT",12,"(3, 1)",1,"2","3"
"735",106799,"2021091213_1943",41239,2021-09-13 02:00:23,"LA","LE",14,"(1, 1)",1,"1","2"
"736",106823,"2021091213_1943",41239,2021-09-13 02:00:24,"LA","LE",13,"(1, 1)",1,"2","3"
"737",106839,"2021091213_1943",41239,2021-09-13 02:00:24,"LA","LE",12,"(2, 1)",1,"2","1"
"738",107308,"2021091213_2111",41239,2021-09-13 02:07:47,"LA","RE",1,"(5, 1)",1,"4","5"
"739",107391,"2021091213_2243",41239,2021-09-13 02:14:12,"LA","LE",14,"(1, 1)",1,"1","2"
"740",107411,"2021091213_2243",41239,2021-09-13 02:14:12,"LA","LE",14,"(1, 1)",1,"3","4"
"741",107511,"2021091213_2341",37087,2021-09-13 02:19:54,"CHI","ROLB",1,"(1, 1)",1,"3","4"
"742",107555,"2021091213_2363",38619,2021-09-13 02:20:36,"CHI","LE",10,"(2, 1)",1,"2","3"
"743",107923,"2021091213_2469",38619,2021-09-13 02:22:51,"CHI","LE",12,"(5, 1)",1,"2","3"
"744",108359,"2021091213_2757",41239,2021-09-13 02:35:42,"LA","LE",8,"(3, 1)",1,"3","4"
"745",108763,"2021091213_2881",41239,2021-09-13 02:39:09,"LA","REO",2,"(2, 1)",1,"3","4"
"746",108867,"2021091213_2905",41239,2021-09-13 02:39:56,"LA","LE",1,"(4, 1)",1,"1","2"
"747",108910,"2021091213_3054",38619,2021-09-13 02:46:49,"CHI","LE",11,"(2, 1)",1,"2","1"
"748",109060,"2021091213_3154",37087,2021-09-13 02:49:54,"CHI","REO",2,"(4, 1)",1,"4","5"
"749",109070,"2021091213_3154",37087,2021-09-13 02:49:54,"CHI","REO",3,"(4, 1)",1,"2","1"
"750",109339,"2021091213_3351",41239,2021-09-13 03:00:27,"LA","RE",4,"(3, 1)",1,"2","3"
"751",109547,"2021091213_3399",41239,2021-09-13 03:01:05,"LA","RE",1,"(1, 1)",1,"1","2"
"752",109643,"2021091213_3421",41239,2021-09-13 03:01:49,"LA","REO",7,"(2, 1)",1,"3","4"
"753",109827,"2021091213_3494",41239,2021-09-13 03:03:57,"LA","REO",6,"(3, 1)",1,"3","2"
"754",109915,"2021091300_55",33131,2021-09-14 00:16:25,"BAL","LE",14,"(5, 1)",1,"5","4"
"755",109969,"2021091300_55",33131,2021-09-14 00:16:26,"BAL","LE",14,"(6, 1)",1,"5","6"
"756",110247,"2021091300_169",33131,2021-09-14 00:20:08,"BAL","NT",8,"(2, 1)",1,"3","2"
"757",110351,"2021091300_228",37240,2021-09-14 00:24:03,"BAL","ROLB",1,"(2, 1)",1,"1","2"
"758",110447,"2021091300_250",37240,2021-09-14 00:24:50,"BAL","ROLB",3,"(2, 1)",1,"1","2"
"759",110554,"2021091300_356",39997,2021-09-14 00:30:01,"LV","NRT",11,"(2, 1)",1,"3","2"
"760",110738,"2021091300_407",39997,2021-09-14 00:31:32,"LV","DLT",12,"(2, 1)",1,"3","4"
"761",110746,"2021091300_407",39997,2021-09-14 00:31:32,"LV","DLT",12,"(1, 1)",1,"2","1"
"762",110830,"2021091300_428",42535,2021-09-14 00:32:18,"LV","DRT",4,"(4, 1)",1,"3","4"
"763",111072,"2021091300_562",33131,2021-09-14 00:38:54,"BAL","DLT",9,"(2, 2)",1,"2","3"
"764",111107,"2021091300_562",33131,2021-09-14 00:38:54,"BAL","DLT",8,"(1, 2)",1,"1","2"
"765",111112,"2021091300_562",33131,2021-09-14 00:38:54,"BAL","DLT",8,"(1, 1)",1,"3","4"
"766",111342,"2021091300_612",33131,2021-09-14 00:40:29,"BAL","NT",13,"(3, 1)",1,"2","3"
"767",111798,"2021091300_902",33131,2021-09-14 00:54:51,"BAL","LE",12,"(4, 1)",1,"1","2"
"768",111834,"2021091300_902",33131,2021-09-14 00:54:51,"BAL","LE",10,"(4, 1)",1,"2","3"
"769",111852,"2021091300_902",33131,2021-09-14 00:54:52,"BAL","LE",10,"(3, 1)",1,"3","4"
"770",112130,"2021091300_1122",33131,2021-09-14 01:03:59,"BAL","NT",10,"(2, 1)",1,"4","3"
"771",112230,"2021091300_1174",35442,2021-09-14 01:07:43,"LV","DRT",2,"(1, 1)",1,"2","1"
"772",112334,"2021091300_1226",39997,2021-09-14 01:09:07,"LV","DRT",3,"(1, 1)",1,"2","1"
"773",112350,"2021091300_1226",39997,2021-09-14 01:09:07,"LV","DRT",2,"(1, 1)",1,"3","4"
"774",113187,"2021091300_1553",33131,2021-09-14 01:22:12,"BAL","DLT",11,"(4, 1)",1,"4","3"
"775",113243,"2021091300_1553",33131,2021-09-14 01:22:12,"BAL","DLT",9,"(5, 1)",1,"5","4"
"776",113630,"2021091300_1875",33131,2021-09-14 01:39:36,"BAL","NLT",11,"(2, 1)",1,"3","4"
"777",113744,"2021091300_1899",33131,2021-09-14 01:40:00,"BAL","NLT",14,"(1, 1)",1,"4","5"
"778",113814,"2021091300_1921",33131,2021-09-14 01:40:41,"BAL","NLT",10,"(2, 1)",1,"2","3"
"779",113829,"2021091300_1921",33131,2021-09-14 01:40:42,"BAL","NLT",10,"(2, 1)",1,"3","4"
"780",113844,"2021091300_1921",33131,2021-09-14 01:40:42,"BAL","NLT",10,"(3, 1)",2,"c(""3"", ""4"")","c(""2"", ""5"")"
"781",113934,"2021091300_1943",33131,2021-09-14 01:41:28,"BAL","NLT",8,"(2, 1)",1,"3","2"
"782",114045,"2021091300_1984",37145,2021-09-14 01:42:27,"BAL","LEO",14,"(1, 1)",1,"5","4"
"783",114055,"2021091300_1984",37145,2021-09-14 01:42:27,"BAL","LEO",14,"(1, 1)",1,"4","3"
"784",114060,"2021091300_1984",37145,2021-09-14 01:42:27,"BAL","LEO",13,"(1, 1)",1,"3","2"
"785",114065,"2021091300_1984",37145,2021-09-14 01:42:27,"BAL","LEO",13,"(1, 1)",1,"3","4"
"786",114075,"2021091300_1984",37145,2021-09-14 01:42:27,"BAL","LEO",13,"(1, 1)",1,"4","5"
"787",114638,"2021091300_2278",42535,2021-09-14 02:04:52,"LV","RE",5,"(4, 1)",1,"3","4"
"788",114762,"2021091300_2373",33131,2021-09-14 02:09:26,"BAL","NLT",9,"(4, 1)",1,"2","1"
"789",114804,"2021091300_2373",33131,2021-09-14 02:09:27,"BAL","NLT",10,"(5, 1)",1,"5","4"
"790",114822,"2021091300_2373",33131,2021-09-14 02:09:27,"BAL","NLT",10,"(5, 1)",1,"4","3"
"791",114852,"2021091300_2373",33131,2021-09-14 02:09:27,"BAL","NLT",10,"(4, 1)",2,"c(""4"", ""3"")","c(""5"", ""2"")"
"792",114876,"2021091300_2373",33131,2021-09-14 02:09:28,"BAL","NLT",1,"(4, 1)",1,"2","1"
"793",115058,"2021091300_2526",39997,2021-09-14 02:15:40,"LV","DRT",2,"(4, 1)",1,"3","4"
"794",115066,"2021091300_2526",39997,2021-09-14 02:15:40,"LV","DRT",3,"(4, 1)",1,"2","1"
"795",116006,"2021091300_2951",39997,2021-09-14 02:34:02,"LV","NRT",5,"(3, 1)",1,"1","2"
"796",116210,"2021091300_3035",42535,2021-09-14 02:36:29,"LV","DRT",10,"(2, 3)",1,"4","3"
"797",116390,"2021091300_3143",33131,2021-09-14 02:42:32,"BAL","LE",12,"(3, 2)",1,"3","2"
"798",116638,"2021091300_3211",39997,2021-09-14 02:44:40,"LV","DRT",4,"(2, 1)",1,"4","3"
"799",116746,"2021091300_3256",39997,2021-09-14 02:46:02,"LV","DRT",5,"(1, 1)",1,"2","1"
"800",116842,"2021091300_3312",33131,2021-09-14 02:47:49,"BAL","REO",2,"(3, 1)",1,"3","4"
"801",117168,"2021091300_3619",33131,2021-09-14 03:06:40,"BAL","DLT",12,"(4, 2)",1,"4","3"
"802",117203,"2021091300_3619",33131,2021-09-14 03:06:41,"BAL","DLT",8,"(4, 1)",1,"3","2"
"803",117378,"2021091300_3688",33131,2021-09-14 03:08:31,"BAL","RE",1,"(5, 1)",1,"2","3"
"804",117462,"2021091300_3688",33131,2021-09-14 03:08:33,"BAL","RE",1,"(6, 1)",1,"5","6"
"805",117608,"2021091300_3712",33131,2021-09-14 03:09:17,"BAL","DRT",3,"(4, 1)",1,"1","2"
"806",117784,"2021091300_3756",33131,2021-09-14 03:10:42,"BAL","NLT",6,"(5, 1)",1,"1","2"
"807",117926,"2021091300_3812",33131,2021-09-14 03:12:16,"BAL","DLT",8,"(3, 1)",1,"3","2"
"808",118118,"2021091300_3914",39997,2021-09-14 03:16:22,"LV","DLT",12,"(4, 1)",1,"3","4"
"809",118214,"2021091300_3980",39997,2021-09-14 03:20:28,"LV","DLT",10,"(4, 1)",1,"3","4"
"810",118538,"2021091300_4347",37145,2021-09-14 03:35:41,"BAL","ROLB",3,"(1, 1)",1,"2","3"
"811",118624,"2021091300_4392",40042,2021-09-14 03:36:56,"BAL","NRT",2,"(1, 1)",1,"3","4"
"812",118870,"2021091300_4476",33131,2021-09-14 03:40:04,"BAL","NLT",14,"(5, 1)",1,"2","1"
"813",118880,"2021091300_4476",33131,2021-09-14 03:40:04,"BAL","NLT",14,"(5, 1)",1,"3","2"
"814",118918,"2021091300_4586",33131,2021-09-14 03:45:32,"BAL","DRT",5,"(3, 2)",1,"5","4"
"815",118988,"2021091300_4586",33131,2021-09-14 03:45:33,"BAL","DRT",5,"(3, 1)",1,"6","5"
"816",119016,"2021091300_4586",33131,2021-09-14 03:45:34,"BAL","DRT",4,"(4, 1)",1,"4","3"
"817",119023,"2021091300_4586",33131,2021-09-14 03:45:34,"BAL","DRT",4,"(4, 1)",1,"2","1"
"818",119030,"2021091300_4586",33131,2021-09-14 03:45:34,"BAL","DRT",4,"(4, 1)",2,"c(""6"", ""3"")","c(""7"", ""2"")"
"819",119037,"2021091300_4586",33131,2021-09-14 03:45:34,"BAL","DRT",4,"(3, 1)",2,"c(""4"", ""2"")","c(""3"", ""1"")"
"820",119106,"2021091300_4608",33131,2021-09-14 03:46:17,"BAL","DRT",7,"(2, 1)",1,"4","3"
"821",119452,"2021091300_4765",42535,2021-09-14 03:51:29,"LV","NT",8,"(3, 1)",1,"2","1"
"822",119552,"2021091300_4765",42535,2021-09-14 03:51:31,"LV","NT",9,"(3, 1)",1,"4","5"
"823",119652,"2021091300_4845",33131,2021-09-14 03:54:19,"BAL","DRT",5,"(3, 1)",1,"5","4"
"824",119676,"2021091300_4845",33131,2021-09-14 03:54:20,"BAL","DRT",5,"(2, 1)",1,"2","3"
"825",119694,"2021091300_4845",33131,2021-09-14 03:54:20,"BAL","DRT",6,"(3, 1)",1,"3","2"
